BLAGOEVGRAD|285
BURGAS|286
DOBRICH|287
GABROVO|288
HASKOVO|290
KARDZHALI|291
KYUSTENDIL|292
LOVECH|293
MONTANA|294
PAZARDZHIK|295
PERNIK|296
PLEVEN|297
PLOVDIV|298
RAZGRAD|299
RUSE|300
SHUMEN|301
SILISTRA|302
SLIVEN|303
SMOLYAN|304
SOFIA|305
SOFIA (STOLITSA)|289
STARA ZAGORA|306
VARNA|308
VELIKO TARNOVO|309
VIDIN|310
VRATSA|311
YAMBOL|312
